scenario,es,biod,budget,resolution,n_selected,runtime,solution,raster,pct_nonzero_pus,pct_land_pus
es-0_biod-1_budget-100_resolution-10km,0,1,1,10,347609.35573680175,302.08000000000175,solution_es-0_biod-1_budget-100_resolution-10km_10km.rds,solution_es-0_biod-1_budget-100_resolution-10km_10km.tif,12.33838624700251,0.24813943671636823
es-5_biod-1_budget-100_resolution-10km,0.05,1,1,10,347609.35573680175,300.8899999999994,solution_es-5_biod-1_budget-100_resolution-10km_10km.rds,solution_es-5_biod-1_budget-100_resolution-10km_10km.tif,12.33838624700251,0.24813943671636823
es-10_biod-1_budget-100_resolution-10km,0.1,1,1,10,347609.35573680175,300.3099999999977,solution_es-10_biod-1_budget-100_resolution-10km_10km.rds,solution_es-10_biod-1_budget-100_resolution-10km_10km.tif,12.33838624700251,0.24813943671636823
es-15_biod-1_budget-100_resolution-10km,0.15000000000000002,1,1,10,347609.35573680175,336.29000000000815,solution_es-15_biod-1_budget-100_resolution-10km_10km.rds,solution_es-15_biod-1_budget-100_resolution-10km_10km.tif,12.33838624700251,0.24813943671636823
es-20_biod-1_budget-100_resolution-10km,0.2,1,1,10,347609.5200497766,381.5599999999977,solution_es-20_biod-1_budget-100_resolution-10km_10km.rds,solution_es-20_biod-1_budget-100_resolution-10km_10km.tif,12.33839207928785,0.24813955401047538
es-25_biod-1_budget-100_resolution-10km,0.25,1,1,10,347993.46588018304,415.15000000000873,solution_es-25_biod-1_budget-100_resolution-10km_10km.rds,solution_es-25_biod-1_budget-100_resolution-10km_10km.tif,12.352020227884251,0.2484136320826398
es-30_biod-1_budget-100_resolution-10km,0.30000000000000004,1,1,10,350005.4871411961,472.4799999999959,solution_es-30_biod-1_budget-100_resolution-10km_10km.rds,solution_es-30_biod-1_budget-100_resolution-10km_10km.tif,12.423436877194339,0.24984990476670174
es-35_biod-1_budget-100_resolution-10km,0.35000000000000003,1,1,10,355230.2417327319,406.0399999999936,solution_es-35_biod-1_budget-100_resolution-10km_10km.rds,solution_es-35_biod-1_budget-100_resolution-10km_10km.tif,12.608889423658535,0.25357957325786457
es-40_biod-1_budget-100_resolution-10km,0.4,1,1,10,372437.69022076327,384.2300000000105,solution_es-40_biod-1_budget-100_resolution-10km_10km.rds,solution_es-40_biod-1_budget-100_resolution-10km_10km.tif,13.219667419897181,0.26586303601477324
es-45_biod-1_budget-100_resolution-10km,0.45,1,1,10,396185.56815986213,400.09999999999127,solution_es-45_biod-1_budget-100_resolution-10km_10km.rds,solution_es-45_biod-1_budget-100_resolution-10km_10km.tif,14.062597812084695,0.28281535607683417
es-50_biod-1_budget-100_resolution-10km,0.5,1,1,10,423064.633720099,387.1499999999942,solution_es-50_biod-1_budget-100_resolution-10km_10km.rds,solution_es-50_biod-1_budget-100_resolution-10km_10km.tif,15.016669638309693,0.30200286089367695
es-55_biod-1_budget-100_resolution-10km,0.55,1,1,10,452914.9275736159,376.5599999999977,solution_es-55_biod-1_budget-100_resolution-10km_10km.rds,solution_es-55_biod-1_budget-100_resolution-10km_10km.tif,16.076205145835228,0.3233113641902284
es-60_biod-1_budget-100_resolution-10km,0.6000000000000001,1,1,10,486532.872845016,368.52999999999884,solution_es-60_biod-1_budget-100_resolution-10km_10km.rds,solution_es-60_biod-1_budget-100_resolution-10km_10km.tif,17.26947335551826,0.3473093891729712
es-65_biod-1_budget-100_resolution-10km,0.65,1,1,10,524700.7576006833,379.75,solution_es-65_biod-1_budget-100_resolution-10km_10km.rds,solution_es-65_biod-1_budget-100_resolution-10km_10km.tif,18.62424156464286,0.3745553687981503
es-70_biod-1_budget-100_resolution-10km,0.7000000000000001,1,1,10,567904.090978543,364.99000000000524,solution_es-70_biod-1_budget-100_resolution-10km_10km.rds,solution_es-70_biod-1_budget-100_resolution-10km_10km.tif,20.15774290911664,0.4053958816661894
es-75_biod-1_budget-100_resolution-10km,0.75,1,1,10,616380.4177761063,364.0599999999977,solution_es-75_biod-1_budget-100_resolution-10km_10km.rds,solution_es-75_biod-1_budget-100_resolution-10km_10km.tif,21.878409036173153,0.4400004981044587
es-80_biod-1_budget-100_resolution-10km,0.8,1,1,10,670461.161305508,365.16999999999825,solution_es-80_biod-1_budget-100_resolution-10km_10km.rds,solution_es-80_biod-1_budget-100_resolution-10km_10km.tif,23.798003808806588,0.47860580321238266
es-85_biod-1_budget-100_resolution-10km,0.8500000000000001,1,1,10,731375.8324035951,353.25,solution_es-85_biod-1_budget-100_resolution-10km_10km.rds,solution_es-85_biod-1_budget-100_resolution-10km_10km.tif,25.96016868645849,0.5220894779886364
es-90_biod-1_budget-100_resolution-10km,0.9,1,1,10,802188.492628742,345.8500000000058,solution_es-90_biod-1_budget-100_resolution-10km_10km.rds,solution_es-90_biod-1_budget-100_resolution-10km_10km.tif,28.47366246508153,0.5726387895381219
es-95_biod-1_budget-100_resolution-10km,0.9500000000000001,1,1,10,891787.0354481402,334.41999999999825,solution_es-95_biod-1_budget-100_resolution-10km_10km.rds,solution_es-95_biod-1_budget-100_resolution-10km_10km.tif,31.65396072296668,0.6365983222114798
es-100_biod-1_budget-100_resolution-10km,1,1,1,10,NA,NA,NA,NA,12.33838624700251,0.24813943671636823
